Id,SceneRoadType,Note,Content
3302,,,CoinBigProp^-8.8* 0.0* 37.2^^^|CoinBigProp^8.4* 0.0* 37.2^^^|CoinBigProp^-8.8* 0.0* 45.4^^^|CoinBigProp^8.4* 0.0* 45.4^^^|CoinBigProp^-8.8* 0.0* 53.5^^^|CoinBigProp^8.4* 0.0* 53.5^^^|CoinBigProp^-8.8* 0.0* 61.5^^^|CoinBigProp^8.4* 0.0* 61.5^^^|CoinBigProp^-8.8* 0.0* 69.3^^^|CoinBigProp^8.4* 0.0* 69.3^^^|CoinProp^0.1* -0.8* 78.0^^^|CoinProp^0.1* -0.8* 84.0^^^|CoinProp^0.1* -0.8* 90.0^^^|CoinProp^0.1* -0.8* 96.0^^^|CoinProp^0.1* -0.8* 102.0^^^|RandomProp^0.0* 0.0* 122.7^^^0&0|RandomProp^16.5* 0.0* 122.7^^^0&0|RandomProp^-16.3* 0.0* 122.7^^^0&0|NormalCar1^17.1* 0.0* 137.2^^^|NormalCar3^-16.4* 0.0* 137.2^^^|CoinBigProp^8.6* 0.0* 143.6^^^|CoinBigProp^-8.8* 0.0* 143.6^^^|CoinBigProp^8.6* 0.0* 151.8^^^|CoinBigProp^-8.8* 0.0* 151.8^^^|CoinBigProp^8.6* 0.0* 159.9^^^|CoinBigProp^-8.8* 0.0* 159.9^^^|CoinBigProp^8.6* 0.0* 167.9^^^|CoinBigProp^-8.8* 0.0* 167.9^^^|CoinBigProp^8.6* 0.0* 175.7^^^|CoinBigProp^-8.8* 0.0* 175.7^^^|CoinProp^-0.1* -0.7* 183.9^^^|CoinProp^-0.1* -0.7* 189.9^^^|CoinProp^-0.1* -0.7* 195.9^^^|CoinProp^-0.1* -0.7* 201.9^^^|CoinProp^-0.1* -0.7* 207.9^^^|ColorEggProp^8.8* 0.0* 250.6^^^|CoinBigProp^0.1* 0.0* 278.6^^^|CoinBigProp^0.1* 0.0* 286.8^^^|CoinBigProp^0.1* 0.0* 294.9^^^|CoinBigProp^0.1* 0.0* 302.9^^^|CoinBigProp^0.1* 0.0* 310.7^^^
3303,,,CoinBigProp^-8.7* 0.0* 49.1^^^|CoinBigProp^-8.7* 0.0* 57.3^^^|CoinBigProp^-8.7* 0.0* 65.4^^^|CoinBigProp^-8.7* 0.0* 73.4^^^|CoinBigProp^0.0* 0.0* 80.0^^^|CoinBigProp^-8.7* 0.0* 81.2^^^|CoinBigProp^0.0* 0.0* 88.2^^^|CoinBigProp^0.0* 0.0* 96.3^^^|CoinBigProp^0.0* 0.0* 104.3^^^|CoinBigProp^-8.6* 0.0* 111.0^^^|CoinBigProp^0.0* 0.0* 112.1^^^|CoinBigProp^-8.6* 0.0* 119.2^^^|CoinBigProp^-8.6* 0.0* 127.3^^^|CoinBigProp^-8.6* 0.0* 135.3^^^|CoinBigProp^-8.6* 0.0* 143.1^^^|NormalCar5^16.9* 0.0* 161.4^^^|RandomProp^0.0* 0.0* 183.7^^^0&0|RandomProp^9.0* 0.0* 183.7^^^0&0|RandomProp^-8.4* 0.0* 183.7^^^0&0|NormalCar1^-17.0* 0.0* 221.8^^^|CoinBigProp^8.8* 0.0* 235.2^^^|CoinBigProp^8.8* 0.0* 243.4^^^|CoinBigProp^8.8* 0.0* 251.5^^^|CoinBigProp^8.8* 0.0* 259.5^^^|CoinBigProp^8.8* 0.0* 267.3^^^|CoinBigProp^0.1* 0.0* 272.3^^^|CoinBigProp^0.1* 0.0* 280.5^^^|CoinBigProp^0.1* 0.0* 288.6^^^|CoinBigProp^0.1* 0.0* 296.6^^^|CoinBigProp^0.1* 0.0* 304.4^^^|CoinBigProp^8.3* 0.0* 309.7^^^|CoinBigProp^8.3* 0.0* 317.9^^^|CoinBigProp^8.3* 0.0* 326.0^^^|CoinBigProp^8.3* 0.0* 334.0^^^|CoinBigProp^8.3* 0.0* 341.8^^^
3304,,,CoinBigProp^-8.8* 0.0* 44.6^^^|CoinBigProp^-8.8* 0.0* 52.8^^^|CoinBigProp^-8.8* 0.0* 60.9^^^|CoinBigProp^-8.8* 0.0* 68.9^^^|CoinBigProp^-8.8* 0.0* 76.7^^^|NormalCar5^17.7* 0.0* 91.0^^^|RandomProp^-8.8* 0.0* 127.7^^^0&0|RandomProp^8.1* 0.0* 127.7^^^0&0|CoinProp^0.0* -0.7* 149.9^^^|CoinProp^0.0* -0.7* 155.9^^^|CoinProp^0.0* -0.7* 161.9^^^|CoinProp^0.0* -0.7* 167.9^^^|CoinBigProp^-8.8* 0.0* 172.9^^^|CoinBigProp^8.8* 0.0* 173.0^^^|CoinProp^0.0* -0.7* 173.9^^^|CoinBigProp^-8.8* 0.0* 181.1^^^|CoinBigProp^8.8* 0.0* 181.2^^^|CoinBigProp^-8.8* 0.0* 189.2^^^|CoinBigProp^8.8* 0.0* 189.3^^^|CoinBigProp^-8.8* 0.0* 197.2^^^|CoinBigProp^8.8* 0.0* 197.3^^^|CoinBigProp^-8.8* 0.0* 205.0^^^|CoinBigProp^8.8* 0.0* 205.1^^^|CoinProp^0.3* -0.7* 205.1^^^|CoinProp^0.3* -0.7* 211.1^^^|CoinProp^0.3* -0.7* 217.1^^^|CoinProp^0.3* -0.7* 223.1^^^|CoinProp^0.3* -0.7* 229.1^^^|NormalCar1^17.0* 0.0* 261.9^^^|CoinBigProp^0.1* 0.0* 301.4^^^|CoinBigProp^0.1* 0.0* 309.6^^^|CoinBigProp^0.1* 0.0* 317.7^^^|CoinBigProp^0.1* 0.0* 325.7^^^|CoinBigProp^0.1* 0.0* 333.5^^^
3305,,,CoinBigProp^0.0* 0.0* 34.9^^^|CoinBigProp^0.0* 0.0* 43.1^^^|CoinBigProp^0.0* 0.0* 51.2^^^|CoinBigProp^0.0* 0.0* 59.2^^^|CoinBigProp^0.0* 0.0* 67.0^^^|CoinBigProp^-8.5* 0.0* 70.6^^^|CoinBigProp^-8.5* 0.0* 78.8^^^|CoinBigProp^-8.5* 0.0* 86.9^^^|CoinBigProp^-8.5* 0.0* 94.9^^^|CoinBigProp^-8.5* 0.0* 102.7^^^|CoinBigProp^-16.6* 0.0* 105.9^^^|RandomProp^-0.3* 0.0* 111.5^^^0&0|CoinBigProp^-16.6* 0.0* 114.1^^^|CoinBigProp^-16.6* 0.0* 122.2^^^|RandomProp^8.9* 0.0* 122.5^^^0&0|CoinBigProp^-16.6* 0.0* 130.2^^^|RandomProp^17.3* 0.0* 133.0^^^0&0|CoinBigProp^-16.6* 0.0* 138.0^^^|NormalCar1^16.8* 0.0* 143.8^^^|CoinBigProp^-8.5* 0.0* 144.4^^^|CoinBigProp^-8.5* 0.0* 152.6^^^|CoinBigProp^-8.5* 0.0* 160.7^^^|CoinBigProp^-8.5* 0.0* 168.7^^^|CoinBigProp^-8.5* 0.0* 176.5^^^|NormalCar5^-16.5* 0.0* 181.6^^^|CoinBigProp^0.0* 0.0* 183.9^^^|CoinBigProp^0.0* 0.0* 192.1^^^|CoinBigProp^0.0* 0.0* 200.2^^^|CoinBigProp^0.0* 0.0* 208.2^^^|CoinBigProp^0.0* 0.0* 216.0^^^|CoinProp^-8.4* -0.8* 317.8^^^|CoinProp^9.1* -0.7* 318.2^^^|CoinProp^-8.4* -0.8* 323.8^^^|CoinProp^9.1* -0.7* 324.2^^^|CoinProp^-8.4* -0.8* 329.8^^^|CoinProp^9.1* -0.7* 330.2^^^|CoinProp^-8.4* -0.8* 335.8^^^|CoinProp^9.1* -0.7* 336.2^^^|CoinProp^-8.4* -0.8* 341.8^^^|CoinProp^9.1* -0.7* 342.2^^^
3401,,,CoinBigProp^-8.7* 0.0* 43.0^^^|CoinBigProp^-8.7* 0.0* 51.2^^^|CoinBigProp^-8.7* 0.0* 59.3^^^|CoinBigProp^-8.7* 0.0* 67.3^^^|CoinBigProp^-8.7* 0.0* 75.1^^^|NormalCar1^-16.9* 0.0* 121.9^^^|NormalCar3^17.5* 0.0* 123.7^^^|CoinBigProp^8.3* 0.0* 129.9^^^|CoinBigProp^8.3* 0.0* 138.1^^^|CoinBigProp^8.3* 0.0* 146.2^^^|CoinBigProp^8.3* 0.0* 154.2^^^|CoinBigProp^8.3* 0.0* 162.0^^^|RandomProp^8.5* 0.0* 187.9^^^0&0|RandomProp^17.0* 0.0* 197.3^^^0&0|RandomProp^0.0* 0.0* 197.3^^^0&0|RandomProp^-16.4* 0.0* 197.3^^^0&0|RandomProp^-8.6* 0.0* 206.5^^^0&0|CoinBigProp^-8.5* 0.0* 218.4^^^|CoinBigProp^-8.5* 0.0* 226.6^^^|CoinBigProp^-8.5* 0.0* 234.7^^^|CoinBigProp^-8.5* 0.0* 242.7^^^|CoinBigProp^-8.5* 0.0* 250.5^^^|NormalCar3^-8.6* 0.0* 265.1^^^|CoinBigProp^0.0* 0.0* 291.4^^^|CoinBigProp^0.0* 0.0* 299.6^^^|CoinBigProp^0.0* 0.0* 307.7^^^|CoinBigProp^0.0* 0.0* 315.7^^^|CoinBigProp^0.0* 0.0* 323.5^^^|CoinProp^8.7* -0.7* 366.3^^^|CoinProp^-8.2* -0.8* 366.5^^^|CoinProp^8.7* -0.7* 372.3^^^|CoinProp^-8.2* -0.8* 372.5^^^|CoinProp^8.7* -0.7* 378.3^^^|CoinProp^-8.2* -0.8* 378.5^^^|CoinProp^8.7* -0.7* 384.3^^^|CoinProp^-8.2* -0.8* 384.5^^^|CoinProp^8.7* -0.7* 390.3^^^|CoinProp^-8.2* -0.8* 390.5^^^
3402,,,CoinBigProp^-16.9* 0.0* 40.2^^^|CoinBigProp^-16.9* 0.0* 48.4^^^|CoinBigProp^-16.9* 0.0* 56.5^^^|CoinBigProp^-16.9* 0.0* 64.5^^^|CoinBigProp^-16.9* 0.0* 72.3^^^|CoinBigProp^-8.5* 0.0* 88.8^^^|CoinBigProp^-8.5* 0.0* 97.0^^^|CoinBigProp^-8.5* 0.0* 105.1^^^|CoinBigProp^-8.5* 0.0* 113.1^^^|CoinBigProp^-8.5* 0.0* 120.9^^^|RandomProp^-16.5* 0.0* 136.5^^^0&0|RandomProp^0.0* 0.0* 136.5^^^0&0|RandomProp^16.4* 0.0* 136.5^^^0&0|CoinBigProp^0.0* 0.0* 156.1^^^|CoinBigProp^0.0* 0.0* 164.3^^^|NormalCar4^16.7* 0.0* 172.2^^^|NormalCar1^-16.5* 0.0* 172.2^^^|CoinBigProp^0.0* 0.0* 172.4^^^|CoinBigProp^0.0* 0.0* 180.4^^^|CoinBigProp^0.0* 0.0* 188.2^^^|CoinBigProp^8.7* 0.0* 220.9^^^|CoinBigProp^8.7* 0.0* 229.1^^^|CoinBigProp^8.7* 0.0* 237.2^^^|CoinBigProp^8.7* 0.0* 245.2^^^|CoinBigProp^8.7* 0.0* 253.0^^^|CoinBigProp^-8.5* 0.0* 286.2^^^|CoinBigProp^-8.5* 0.0* 294.4^^^|CoinBigProp^-8.5* 0.0* 302.5^^^|CoinBigProp^-8.5* 0.0* 310.5^^^|CoinBigProp^-8.5* 0.0* 318.3^^^|CoinBigProp^0.0* 0.0* 344.3^^^|CoinBigProp^0.0* 0.0* 352.5^^^|CoinBigProp^0.0* 0.0* 360.6^^^|CoinBigProp^0.0* 0.0* 368.6^^^|CoinBigProp^0.0* 0.0* 376.4^^^|CoinBigProp^8.7* 0.0* 405.9^^^|CoinBigProp^8.7* 0.0* 414.1^^^|CoinBigProp^8.7* 0.0* 422.2^^^|CoinBigProp^8.7* 0.0* 430.2^^^|CoinBigProp^8.7* 0.0* 438.0^^^
3403,,,CoinBigProp^-8.4* 0.0* 37.6^^^|CoinBigProp^-8.4* 0.0* 45.8^^^|CoinBigProp^-8.4* 0.0* 53.9^^^|CoinBigProp^-8.4* 0.0* 61.9^^^|CoinBigProp^-8.4* 0.0* 69.7^^^|CoinBigProp^0.0* 0.0* 87.2^^^|CoinBigProp^0.0* 0.0* 95.4^^^|CoinBigProp^0.0* 0.0* 103.5^^^|CoinBigProp^0.0* 0.0* 111.5^^^|CoinBigProp^0.0* 0.0* 119.3^^^|RandomProp^-8.7* 0.0* 137.5^^^0&0|RandomProp^8.7* 0.0* 137.5^^^0&0|CoinBigProp^8.9* 0.0* 157.0^^^|NormalCar3^16.9* 0.0* 163.5^^^|CoinBigProp^8.9* 0.0* 165.2^^^|NormalCar5^-16.5* 0.0* 166.2^^^|CoinBigProp^8.9* 0.0* 173.3^^^|CoinBigProp^8.9* 0.0* 181.3^^^|CoinBigProp^8.9* 0.0* 189.1^^^|CoinBigProp^-8.7* 0.0* 221.4^^^|CoinBigProp^-8.7* 0.0* 229.6^^^|CoinBigProp^-8.7* 0.0* 237.7^^^|ColorEggProp^8.0* 0.0* 245.1^^^|CoinBigProp^-8.7* 0.0* 245.7^^^|CoinBigProp^-8.7* 0.0* 253.5^^^|CoinBigProp^0.0* 0.0* 277.8^^^|CoinBigProp^0.0* 0.0* 286.0^^^|CoinBigProp^0.0* 0.0* 294.1^^^|CoinBigProp^0.0* 0.0* 302.1^^^|CoinBigProp^0.0* 0.0* 309.9^^^|CoinBigProp^8.6* 0.0* 336.5^^^|CoinBigProp^8.6* 0.0* 344.7^^^|CoinBigProp^8.6* 0.0* 352.8^^^|CoinBigProp^8.6* 0.0* 360.8^^^|CoinBigProp^8.6* 0.0* 368.6^^^|CoinBigProp^0.0* 0.0* 400.2^^^|CoinBigProp^0.0* 0.0* 408.4^^^|CoinBigProp^0.0* 0.0* 416.5^^^|CoinBigProp^0.0* 0.0* 424.5^^^|CoinBigProp^0.0* 0.0* 432.3^^^
3404,,,CoinBigProp^-8.4* 0.0* 34.9^^^|CoinBigProp^-8.4* 0.0* 43.1^^^|CoinBigProp^-8.4* 0.0* 51.2^^^|CoinBigProp^-8.4* 0.0* 59.2^^^|CoinBigProp^-8.4* 0.0* 67.0^^^|CoinBigProp^0.0* 0.0* 97.8^^^|CoinBigProp^0.0* 0.0* 106.0^^^|CoinBigProp^0.0* 0.0* 114.1^^^|CoinBigProp^0.0* 0.0* 122.1^^^|CoinBigProp^0.0* 0.0* 129.9^^^|RandomProp^-8.6* 0.0* 162.4^^^0&0|RandomProp^-16.8* 0.0* 162.4^^^0&0|RandomProp^0.0* 0.0* 162.4^^^0&0|RandomProp^8.7* 0.0* 162.4^^^0&0|RandomProp^17.0* 0.0* 162.4^^^0&0|CoinBigProp^-8.6* 0.0* 184.3^^^|CoinBigProp^-8.6* 0.0* 192.5^^^|CoinBigProp^-8.6* 0.0* 200.6^^^|CoinBigProp^-8.6* 0.0* 208.6^^^|CoinBigProp^-8.6* 0.0* 216.4^^^|NormalCar1^17.0* 0.0* 232.0^^^|NormalCar3^-16.8* 0.0* 233.9^^^|CoinBigProp^8.7* 0.0* 250.2^^^|CoinBigProp^8.7* 0.0* 258.4^^^|CoinBigProp^8.7* 0.0* 266.5^^^|CoinBigProp^8.7* 0.0* 274.5^^^|CoinBigProp^8.7* 0.0* 282.3^^^|CoinBigProp^-8.8* 0.0* 321.0^^^|CoinBigProp^-8.8* 0.0* 329.2^^^|CoinBigProp^-8.8* 0.0* 337.3^^^|CoinBigProp^-8.8* 0.0* 345.3^^^|CoinBigProp^-8.8* 0.0* 353.1^^^|CoinBigProp^0.0* 0.0* 399.2^^^|CoinBigProp^0.0* 0.0* 407.4^^^|CoinBigProp^0.0* 0.0* 415.5^^^|CoinBigProp^0.0* 0.0* 423.5^^^|CoinBigProp^0.0* 0.0* 431.3^^^|CoinBigProp^17.1* 0.0* 492.1^^^|CoinBigProp^17.1* 0.0* 500.3^^^|CoinBigProp^17.1* 0.0* 508.4^^^|CoinBigProp^17.1* 0.0* 516.4^^^|CoinBigProp^17.1* 0.0* 524.2^^^
3405,,,CoinBigProp^8.6* 0.0* 41.2^^^|CoinBigProp^8.6* 0.0* 49.4^^^|CoinBigProp^8.6* 0.0* 57.5^^^|CoinBigProp^8.6* 0.0* 65.5^^^|CoinBigProp^8.6* 0.0* 73.3^^^|NormalCar3^17.4* 0.0* 103.6^^^|CoinBigProp^-8.6* 0.0* 134.9^^^|CoinBigProp^-8.6* 0.0* 143.1^^^|CoinBigProp^-8.6* 0.0* 151.2^^^|CoinBigProp^-8.6* 0.0* 159.2^^^|CoinBigProp^-8.6* 0.0* 167.0^^^|RandomProp^-8.7* 0.0* 220.1^^^0&0|RandomProp^8.5* 0.0* 220.1^^^0&0|CoinBigProp^-8.6* 0.0* 254.4^^^|CoinBigProp^-8.6* 0.0* 262.6^^^|CoinBigProp^-8.6* 0.0* 270.7^^^|CoinBigProp^-8.6* 0.0* 278.7^^^|CoinBigProp^-8.6* 0.0* 286.5^^^|NormalCar1^8.5* 0.0* 323.1^^^|CoinBigProp^8.6* 0.0* 400.0^^^|CoinBigProp^8.6* 0.0* 408.2^^^|CoinBigProp^8.6* 0.0* 416.3^^^|CoinBigProp^8.6* 0.0* 424.3^^^|NormalCar5^-16.8* 0.0* 428.4^^^|CoinBigProp^8.6* 0.0* 432.1^^^|CoinBigProp^0.0* 0.0* 463.4^^^|CoinBigProp^0.0* 0.0* 471.6^^^|CoinBigProp^0.0* 0.0* 479.7^^^|CoinBigProp^0.0* 0.0* 487.7^^^|CoinBigProp^0.0* 0.0* 495.5^^^
3501,,,CoinBigProp^0.0* 0.0* 41.8^^^|CoinBigProp^0.0* 0.0* 50.0^^^|CoinBigProp^0.0* 0.0* 58.1^^^|CoinBigProp^12.5* 0.0* 59.8^^^|CoinBigProp^-12.2* 0.0* 60.5^^^|CoinBigProp^6.9* 0.0* 65.7^^^|CoinBigProp^0.0* 0.0* 66.1^^^|CoinBigProp^-6.7* 0.0* 66.1^^^|CoinBigProp^0.0* 0.0* 73.9^^^|RandomProp^0.0* 0.0* 116.0^^^0&0|RandomProp^16.8* 0.0* 123.6^^^0&0|RandomProp^-16.7* 0.0* 123.6^^^0&0|RandomProp^-8.4* 0.0* 131.4^^^0&0|RandomProp^8.2* 0.0* 131.5^^^0&0|NormalCar3^-16.9* 0.0* 143.3^^^|CoinBigProp^-8.7* 0.0* 154.4^^^|CoinBigProp^-8.7* 0.0* 162.6^^^|CoinBigProp^-8.7* 0.0* 170.7^^^|CoinBigProp^-8.7* 0.0* 178.7^^^|CoinBigProp^-8.7* 0.0* 186.5^^^|NormalCar3^17.2* 0.0* 191.6^^^|CoinBigProp^0.0* 0.0* 209.4^^^|CoinBigProp^0.0* 0.0* 217.6^^^|CoinBigProp^0.0* 0.0* 225.7^^^|CoinBigProp^0.0* 0.0* 233.7^^^|CoinBigProp^0.0* 0.0* 241.5^^^|NormalCar1^-16.9* 0.0* 248.6^^^|CoinBigProp^8.7* 0.0* 270.3^^^|CoinBigProp^8.7* 0.0* 278.5^^^|CoinBigProp^8.7* 0.0* 286.6^^^|CoinBigProp^8.7* 0.0* 294.6^^^|CoinBigProp^8.7* 0.0* 302.4^^^
3502,,,CoinBigProp^0.0* 0.0* 41.8^^^|CoinBigProp^0.0* 0.0* 50.0^^^|CoinBigProp^0.0* 0.0* 58.1^^^|CoinBigProp^0.0* 0.0* 66.1^^^|NormalCar3^-16.8* 0.0* 84.6^^^|RandomProp^-8.4* 0.0* 104.1^^^0&0|RandomProp^0.0* 0.0* 111.5^^^0&0|RandomProp^8.5* 0.0* 121.0^^^0&0|CoinBigProp^-8.7* 0.0* 133.4^^^|CoinBigProp^-8.7* 0.0* 141.6^^^|CoinBigProp^-8.7* 0.0* 149.7^^^|CoinBigProp^-8.7* 0.0* 157.7^^^|NormalCar1^8.7* 0.0* 166.1^^^|CoinBigProp^8.4* 0.0* 185.4^^^|CoinBigProp^8.4* 0.0* 193.6^^^|CoinBigProp^8.4* 0.0* 201.7^^^|CoinBigProp^8.4* 0.0* 209.7^^^|NormalCar5^-17.1* 0.0* 232.3^^^|ColorEggProp^8.7* 0.0* 242.5^^^|CoinBigProp^-8.5* 0.0* 245.4^^^|CoinBigProp^-8.5* 0.0* 253.6^^^|CoinBigProp^-8.5* 0.0* 261.7^^^|CoinBigProp^-8.5* 0.0* 269.7^^^
3503,,,CoinBigProp^0.0* 0.0* 56.6^^^|CoinBigProp^0.0* 0.0* 64.8^^^|CoinBigProp^0.0* 0.0* 72.9^^^|CoinBigProp^0.0* 0.0* 80.9^^^|CoinBigProp^0.0* 0.0* 88.7^^^|CoinBigProp^-8.4* 0.0* 121.2^^^|CoinBigProp^-8.4* 0.0* 129.4^^^|CoinBigProp^-8.4* 0.0* 137.5^^^|CoinBigProp^-8.4* 0.0* 145.5^^^|CoinBigProp^8.4* 0.0* 148.7^^^|CoinBigProp^-8.4* 0.0* 153.3^^^|CoinBigProp^8.4* 0.0* 156.9^^^|CoinBigProp^8.4* 0.0* 165.0^^^|CoinBigProp^8.4* 0.0* 173.0^^^|CoinBigProp^8.4* 0.0* 180.8^^^|NormalCar1^17.2* 0.0* 193.6^^^|RandomProp^8.6* 0.0* 194.0^^^0&0|RandomProp^-8.4* 0.0* 194.0^^^0&0|NormalCar3^-16.7* 0.0* 203.6^^^|CoinBigProp^0.1* 0.0* 213.0^^^|CoinBigProp^0.1* 0.0* 221.2^^^|CoinBigProp^0.1* 0.0* 229.3^^^|CoinBigProp^0.1* 0.0* 237.3^^^|CoinBigProp^-8.6* 0.0* 243.0^^^|CoinBigProp^0.1* 0.0* 245.1^^^|CoinBigProp^-8.6* 0.0* 251.2^^^|CoinBigProp^-8.6* 0.0* 259.3^^^|CoinBigProp^-8.6* 0.0* 267.3^^^|CoinBigProp^8.3* 0.0* 271.4^^^|CoinBigProp^-8.6* 0.0* 275.1^^^|CoinBigProp^8.3* 0.0* 279.6^^^|CoinBigProp^8.3* 0.0* 287.7^^^|CoinBigProp^8.3* 0.0* 295.7^^^|CoinBigProp^0.3* 0.0* 300.2^^^|CoinBigProp^8.3* 0.0* 303.5^^^|CoinBigProp^0.3* 0.0* 308.4^^^|CoinBigProp^0.3* 0.0* 316.5^^^|CoinBigProp^0.3* 0.0* 324.5^^^|CoinBigProp^0.3* 0.0* 332.3^^^
3504,,,CoinBigProp^0.1* 0.0* 33.9^^^|CoinBigProp^0.1* 0.0* 42.1^^^|CoinBigProp^0.1* 0.0* 50.2^^^|CoinBigProp^0.1* 0.0* 58.2^^^|CoinBigProp^8.6* 0.0* 63.9^^^|CoinBigProp^0.1* 0.0* 66.0^^^|CoinBigProp^8.6* 0.0* 72.1^^^|CoinBigProp^8.6* 0.0* 80.2^^^|CoinBigProp^8.6* 0.0* 88.2^^^|CoinBigProp^-8.7* 0.0* 92.3^^^|CoinBigProp^8.6* 0.0* 96.0^^^|CoinBigProp^-8.7* 0.0* 100.5^^^|CoinBigProp^-8.7* 0.0* 108.6^^^|CoinBigProp^-8.7* 0.0* 116.6^^^|CoinBigProp^0.3* 0.0* 121.1^^^|CoinBigProp^-8.7* 0.0* 124.4^^^|CoinBigProp^0.3* 0.0* 129.3^^^|CoinBigProp^0.3* 0.0* 137.4^^^|CoinBigProp^0.3* 0.0* 145.4^^^|NormalCar5^16.9* 0.0* 145.9^^^|CoinProp^0.0* -0.7* 150.6^^^|CoinBigProp^0.3* 0.0* 153.2^^^|NormalCar3^-16.8* 0.0* 163.7^^^|RandomProp^0.0* 0.0* 186.9^^^0&0|RandomProp^-8.4* 0.0* 186.9^^^0&0|RandomProp^8.9* 0.0* 186.9^^^0&0|CoinProp^0.0* -0.7* 216.9^^^|CoinProp^0.0* -0.7* 222.9^^^|CoinProp^0.0* -0.7* 228.9^^^|CoinProp^0.0* -0.7* 234.9^^^|CoinProp^0.0* -0.7* 240.9^^^|CoinBigProp^8.5* 0.0* 253.6^^^|CoinBigProp^-8.5* 0.0* 253.6^^^|CoinBigProp^8.5* 0.0* 261.8^^^|CoinBigProp^-8.5* 0.0* 261.8^^^|CoinBigProp^8.5* 0.0* 269.9^^^|CoinBigProp^-8.5* 0.0* 269.9^^^|CoinBigProp^8.5* 0.0* 277.9^^^|CoinBigProp^-8.5* 0.0* 277.9^^^|CoinBigProp^8.5* 0.0* 285.7^^^|CoinBigProp^-8.5* 0.0* 285.7^^^|CoinProp^0.4* -0.7* 300.3^^^|CoinProp^0.4* -0.7* 306.3^^^|CoinProp^0.4* -0.7* 312.3^^^|CoinProp^0.4* -0.7* 318.3^^^|CoinProp^0.4* -0.7* 324.3^^^
3505,,,CoinBigProp^8.4* 0.0* 30.1^^^|CoinBigProp^8.4* 0.0* 38.3^^^|CoinBigProp^8.4* 0.0* 46.4^^^|CoinBigProp^8.4* 0.0* 54.4^^^|CoinBigProp^8.4* 0.0* 62.2^^^|CoinBigProp^-8.7* 0.0* 78.6^^^|CoinBigProp^-8.7* 0.0* 86.8^^^|CoinBigProp^-8.7* 0.0* 94.9^^^|CoinBigProp^-8.7* 0.0* 102.9^^^|CoinBigProp^-8.7* 0.0* 110.7^^^|CoinBigProp^0.3* 0.0* 129.2^^^|CoinBigProp^0.3* 0.0* 137.4^^^|CoinBigProp^0.3* 0.0* 145.5^^^|NormalCar5^17.1* 0.0* 145.8^^^|CoinBigProp^0.3* 0.0* 153.5^^^|CoinBigProp^0.3* 0.0* 161.3^^^|RandomProp^8.8* 0.0* 182.4^^^0&0|RandomProp^-16.8* 0.0* 182.4^^^0&0|RandomProp^-8.2* 0.0* 182.4^^^0&0|RandomProp^0.0* 0.0* 182.4^^^0&0|RandomProp^16.6* 0.0* 182.4^^^0&0|NormalCar1^-7.9* 0.0* 196.2^^^|CoinBigProp^0.3* 0.0* 210.5^^^|CoinBigProp^0.3* 0.0* 218.7^^^|CoinBigProp^0.3* 0.0* 226.8^^^|CoinBigProp^0.3* 0.0* 234.8^^^|CoinBigProp^0.3* 0.0* 242.6^^^|CoinProp^0.1* -0.7* 257.3^^^|CoinProp^0.1* -0.7* 263.3^^^|CoinBigProp^-17.1* 0.0* 266.5^^^|CoinBigProp^17.0* 0.0* 266.6^^^|CoinProp^0.1* -0.7* 269.3^^^|CoinBigProp^-17.1* 0.0* 274.7^^^|CoinBigProp^17.0* 0.0* 274.8^^^|CoinProp^0.1* -0.7* 275.3^^^|CoinProp^0.1* -0.7* 281.3^^^|CoinBigProp^-17.1* 0.0* 282.8^^^|CoinBigProp^17.0* 0.0* 282.9^^^|CoinBigProp^-17.1* 0.0* 290.8^^^|CoinBigProp^17.0* 0.0* 290.9^^^|CoinBigProp^-17.1* 0.0* 298.6^^^|CoinBigProp^17.0* 0.0* 298.7^^^
